GO name,C0,C0 Rank,C1,C2,C3,C4,C5,C6,C0,C1,C2,C3,C4,C5,C6
K48-linked polyubiquitin modification-dependent protein binding,2,509,0,0,0,0,0,0,0.035758984,0,0,0,0,0,0
Lys48-specific deubiquitinase activity,2,510,0,0,0,0,0,0,0.035758984,0,0,0,0,0,0
protein K48-linked deubiquitination,2,511,0,0,0,0,0,0,0.035758984,0,0,0,0,0,0
Arp2/3 protein complex,1,621,0,0,0,4,1,0,0.017879492,0,0,0,0.267022697,0.02016129,0
actin cytoskeleton,1,593,0,0,0,3,2,0,0.017879492,0,0,0,0.200267023,0.040322581,0
kinetochore,1,623,0,0,0,2,1,0,0.017879492,0,0,0,0.133511348,0.02016129,0
"chromosome, centromeric region",1,624,0,0,0,2,1,0,0.017879492,0,0,0,0.133511348,0.02016129,0
MAP kinase tyrosine/serine/threonine phosphatase activity,1,625,0,0,0,2,1,0,0.017879492,0,0,0,0.133511348,0.02016129,0
endopeptidase inhibitor activity,1,686,0,0,0,2,0,0,0.017879492,0,0,0,0.133511348,0,0
protein-containing complex binding,1,687,0,0,0,2,0,0,0.017879492,0,0,0,0.133511348,0,0
chromosome segregation,1,688,0,0,0,2,0,0,0.017879492,0,0,0,0.133511348,0,0
anchoring junction,1,689,0,0,0,2,0,0,0.017879492,0,0,0,0.133511348,0,0
sterol transport,1,690,0,0,0,2,0,0,0.017879492,0,0,0,0.133511348,0,0
large ribosomal subunit,1,572,0,0,0,1,6,0,0.017879492,0,0,0,0.066755674,0.120967742,0
ribosome binding,1,576,0,0,0,1,5,0,0.017879492,0,0,0,0.066755674,0.100806452,0
mitochondrial intermembrane space,1,577,0,0,0,1,4,0,0.017879492,0,0,0,0.066755674,0.080645161,0
"mitochondrial electron transport, ubiquinol to cytochrome c",1,598,0,0,0,1,2,0,0.017879492,0,0,0,0.066755674,0.040322581,0
mitochondrial respiratory chain complex III,1,599,0,0,0,1,2,0,0.017879492,0,0,0,0.066755674,0.040322581,0
ESCRT I complex,1,600,0,0,0,1,2,0,0.017879492,0,0,0,0.066755674,0.040322581,0
error-prone translesion synthesis,1,696,0,0,0,1,0,0,0.017879492,0,0,0,0.066755674,0,0
"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amidines",1,697,0,0,0,1,0,0,0.017879492,0,0,0,0.066755674,0,0
respiratory electron transport chain,1,698,0,0,0,1,0,0,0.017879492,0,0,0,0.066755674,0,0
ATPase-coupled cation transmembrane transporter activity,1,699,0,0,0,1,0,0,0.017879492,0,0,0,0.066755674,0,0
ubiquinone biosynthetic process,1,700,0,0,0,1,0,0,0.017879492,0,0,0,0.066755674,0,0
"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds",1,701,0,0,0,1,0,0,0.017879492,0,0,0,0.066755674,0,0
neurotransmitter secretion,1,702,0,0,0,1,0,0,0.017879492,0,0,0,0.066755674,0,0
spermatogenesis,1,703,0,0,0,1,0,0,0.017879492,0,0,0,0.066755674,0,0
succinate dehydrogenase (ubiquinone) activity,1,589,0,0,0,0,3,0,0.017879492,0,0,0,0,0.060483871,0
fumarate reductase (menaquinone),1,590,0,0,0,0,3,0,0.017879492,0,0,0,0,0.060483871,0
establishment or maintenance of cell polarity,1,591,0,0,0,0,3,0,0.017879492,0,0,0,0,0.060483871,0
ceramide biosynthetic process,1,605,0,0,0,0,2,0,0.017879492,0,0,0,0,0.040322581,0
sphingosine N-acyltransferase activity,1,606,0,0,0,0,2,0,0.017879492,0,0,0,0,0.040322581,0
protein import into mitochondrial matrix,1,607,0,0,0,0,2,0,0.017879492,0,0,0,0,0.040322581,0
asparagine-tRNA ligase activity,1,608,0,0,0,0,2,0,0.017879492,0,0,0,0,0.040322581,0
asparaginyl-tRNA aminoacylation,1,609,0,0,0,0,2,0,0.017879492,0,0,0,0,0.040322581,0
quinone binding,1,610,0,0,0,0,2,0,0.017879492,0,0,0,0,0.040322581,0
"signal recognition particle, endoplasmic reticulum targeting",1,611,0,0,0,0,2,0,0.017879492,0,0,0,0,0.040322581,0
rRNA methylation,1,612,0,0,0,0,2,0,0.017879492,0,0,0,0,0.040322581,0
superoxide metabolic process,1,613,0,0,0,0,2,0,0.017879492,0,0,0,0,0.040322581,0
cell-cell adhesion,1,614,0,0,0,0,2,0,0.017879492,0,0,0,0,0.040322581,0
membrane-bounded organelle,1,615,0,0,0,0,2,0,0.017879492,0,0,0,0,0.040322581,0
mitochondrial envelope,1,616,0,0,0,0,2,0,0.017879492,0,0,0,0,0.040322581,0
dynactin complex,1,650,0,0,0,0,1,0,0.017879492,0,0,0,0,0.02016129,0
GDP-mannose biosynthetic process,1,651,0,0,0,0,1,0,0.017879492,0,0,0,0,0.02016129,0
rough endoplasmic reticulum membrane,1,652,0,0,0,0,1,0,0.017879492,0,0,0,0,0.02016129,0
Mo-molybdopterin cofactor biosynthetic process,1,653,0,0,0,0,1,0,0.017879492,0,0,0,0,0.02016129,0
inorganic anion transmembrane transport,1,654,0,0,0,0,1,0,0.017879492,0,0,0,0,0.02016129,0
cellular response to stimulus,1,655,0,0,0,0,1,0,0.017879492,0,0,0,0,0.02016129,0
amino acid transport,1,656,0,0,0,0,1,0,0.017879492,0,0,0,0,0.02016129,0
magnesium ion homeostasis,1,657,0,0,0,0,1,0,0.017879492,0,0,0,0,0.02016129,0
positive regulation of gonad development,1,658,0,0,0,0,1,0,0.017879492,0,0,0,0,0.02016129,0
determination of adult lifespan,1,659,0,0,0,0,1,0,0.017879492,0,0,0,0,0.02016129,0
mitotic cohesin loading,1,660,0,0,0,0,1,0,0.017879492,0,0,0,0,0.02016129,0
methylthiotransferase activity,1,661,0,0,0,0,1,0,0.017879492,0,0,0,0,0.02016129,0
endoplasmic reticulum signal peptide binding,1,662,0,0,0,0,1,0,0.017879492,0,0,0,0,0.02016129,0
protein autophosphorylation,1,663,0,0,0,0,1,0,0.017879492,0,0,0,0,0.02016129,0
positive regulation of TOR signaling,1,664,0,0,0,0,1,0,0.017879492,0,0,0,0,0.02016129,0
ubiquitin-ubiquitin ligase activity,1,665,0,0,0,0,1,0,0.017879492,0,0,0,0,0.02016129,0
negative regulation of actin filament polymerization,1,666,0,0,0,0,1,0,0.017879492,0,0,0,0,0.02016129,0
nuclear speck,1,667,0,0,0,0,1,0,0.017879492,0,0,0,0,0.02016129,0
sarcoglycan complex,1,668,0,0,0,0,1,0,0.017879492,0,0,0,0,0.02016129,0
CTP biosynthetic process,1,669,0,0,0,0,1,0,0.017879492,0,0,0,0,0.02016129,0
removal of superoxide radicals,1,670,0,0,0,0,1,0,0.017879492,0,0,0,0,0.02016129,0
superoxide dismutase activity,1,671,0,0,0,0,1,0,0.017879492,0,0,0,0,0.02016129,0
trans-Golgi network,1,672,0,0,0,0,1,0,0.017879492,0,0,0,0,0.02016129,0
proteasome assembly,1,673,0,0,0,0,1,0,0.017879492,0,0,0,0,0.02016129,0
"proteasome regulatory particle, lid subcomplex",1,674,0,0,0,0,1,0,0.017879492,0,0,0,0,0.02016129,0
5'-3' DNA helicase activity,1,675,0,0,0,0,1,0,0.017879492,0,0,0,0,0.02016129,0
gene expression,1,676,0,0,0,0,1,0,0.017879492,0,0,0,0,0.02016129,0
seryl-tRNA aminoacylation,1,677,0,0,0,0,1,0,0.017879492,0,0,0,0,0.02016129,0
serine-tRNA ligase activity,1,678,0,0,0,0,1,0,0.017879492,0,0,0,0,0.02016129,0
N-acyltransferase activity,1,679,0,0,0,0,1,0,0.017879492,0,0,0,0,0.02016129,0
glycine N-acyltransferase activity,1,680,0,0,0,0,1,0,0.017879492,0,0,0,0,0.02016129,0
P-type potassium transmembrane transporter activity,1,681,0,0,0,0,1,0,0.017879492,0,0,0,0,0.02016129,0
O-methyltransferase activity,1,682,0,0,0,0,1,0,0.017879492,0,0,0,0,0.02016129,0
vacuolar proton-transporting V-type ATPase complex assembly,1,755,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
ryanodine-sensitive calcium-release channel activity,1,756,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
5-amino-4-imidazole carboxylate lyase activity,1,757,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
phosphoribosylaminoimidazolesuccinocarboxamide synthase activity,1,758,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
phosphoribosylaminoimidazole carboxylase activity,1,759,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
NADPH oxidase H202-forming activity,1,760,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
NAD(P)H oxidase H2O2-forming activity,1,761,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
hypotaurine dehydrogenase activity,1,762,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
mannose-6-phosphate isomerase activity,1,763,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
spliceosomal complex disassembly,1,764,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
formation of translation preinitiation complex,1,765,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
transaldolase activity,1,766,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
transcription cis-regulatory region binding,1,767,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
neuronal signal transduction,1,768,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
purine nucleobase biosynthetic process,1,769,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
phosphoribosylamine-glycine ligase activity,1,770,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
phosphoribosylformylglycinamidine cyclo-ligase activity,1,771,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
phosphoribosylglycinamide formyltransferase activity,1,772,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
nucleobase-containing small molecule metabolic process,1,773,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
purine-containing compound biosynthetic process,1,774,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
sister chromatid cohesion,1,775,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
cohesin complex,1,776,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
protein-DNA covalent cross-linking,1,777,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
molybdenum ion binding,1,778,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
Mo-molybdopterin cofactor sulfurase activity,1,779,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
molybdenum cofactor sulfurtransferase activity,1,780,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
D-ribulose-phosphate 3-epimerase activity,1,781,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
"racemase and epimerase activity, acting on carbohydrates and derivatives",1,782,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
establishment of localization,1,783,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
regulation of biological quality,1,784,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
Cajal body,1,785,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
post-chaperonin tubulin folding pathway,1,786,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
peptide cross-linking,1,787,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
protein-glutamine gamma-glutamyltransferase activity,1,788,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
UDP-glucose 4-epimerase activity,1,789,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
UDP-N-acetylglucosamine 4-epimerase activity,1,790,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
small molecule metabolic process,1,791,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
13-prostaglandin reductase activity,1,792,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
15-oxoprostaglandin 13-oxidase activity,1,793,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
"oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor",1,794,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
prostaglandin metabolic process,1,795,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
Golgi to endosome transport,1,796,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
intermediate filament,1,797,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
U1 snRNA binding,1,798,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
junctional membrane complex,1,799,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
embryo development,1,800,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
positive regulation of Rho protein signal transduction,1,801,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
mitotic DNA replication termination,1,802,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
cytidine deaminase activity,1,803,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
deoxycytidine deaminase activity,1,804,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
cytidine deamination,1,805,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
carnitine O-palmitoyltransferase activity,1,806,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
regulation of cell morphogenesis,1,807,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
G protein-coupled receptor binding,1,808,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
pointed-end actin filament capping,1,809,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
tropomyosin binding,1,810,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
microtubule-severing ATPase activity,1,811,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
microtubule severing,1,812,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
SWI/SNF complex,1,813,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
brahma complex,1,814,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
alpha-L-fucosidase activity,1,815,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
tRNA (N(6)-L-threonylcarbamoyladenosine(37)-C(2))-methylthiotransferase,1,816,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
N6-threonylcarbomyladenosine methylthiotransferase activity,1,817,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
tRNA methylthiolation,1,818,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
deadenylation-dependent decapping of nuclear-transcribed mRNA,1,819,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
ATP-dependent peptidase activity,1,820,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
SAM complex,1,821,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
deubiquitinase activity,1,822,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
asparagine biosynthetic process,1,823,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
asparagine synthase (glutamine-hydrolyzing) activity,1,824,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
protein-N-terminal glutamine amidohydrolase activity,1,825,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
protein-N-terminal asparagine amidohydrolase activity,1,826,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides",1,827,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
histone H3-K4 methylation,1,828,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
Set1C/COMPASS complex,1,829,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
cellular calcium ion homeostasis,1,830,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
regulation of translational initiation by eIF2 alpha phosphorylation,1,831,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
eukaryotic translation initiation factor 2alpha kinase activity,1,832,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
regulation of protein metabolic process,1,833,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
vacuolar membrane,1,834,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
vacuole,1,835,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
mitotic cell cycle,1,836,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
7-methylguanosine RNA capping,1,837,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
regulation of response to reactive oxygen species,1,838,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
negative regulation of TORC1 signaling,1,839,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
cell morphogenesis,1,840,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
catalytic step 2 spliceosome,1,841,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
G-protein beta-subunit binding,1,842,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
SMN-Sm protein complex,1,843,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
heterotrimeric G-protein complex,1,844,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
mitotic sister chromatid cohesion,1,845,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
positive regulation of MAPK cascade,1,846,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
MAP-kinase scaffold activity,1,847,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
deoxyribose phosphate catabolic process,1,848,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
phosphoglycerate kinase activity,1,849,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
DNA polymerase activity,1,850,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
"NAD+ nucleotidase, cyclic ADP-ribose generating",1,851,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
NAD(P)+ nucleosidase activity,1,852,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
negative regulation of MyD88-independent toll-like receptor signaling pathway,1,853,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
response to axon injury,1,854,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
NAD+ nucleosidase activity,1,855,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
NAD catabolic process,1,856,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
mevalonate kinase activity,1,857,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
"fructose 1,6-bisphosphate 1-phosphatase activity",1,858,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
phosphoric ester hydrolase activity,1,859,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
electron-transferring-flavoprotein dehydrogenase activity,1,860,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
COPII-coated vesicle budding,1,861,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
response to chemical,1,862,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
positive regulation of protein metabolic process,1,863,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
FACT complex,1,864,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
ribonucleoprotein complex binding,1,865,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
"maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",1,866,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
"preribosome, large subunit precursor",1,867,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
trehalose biosynthetic process,1,868,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
sphingomyelin phosphodiesterase D activity,1,869,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
vacuolar proton-transporting V-type ATPase complex,1,870,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
THO complex part of transcription export complex,1,871,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
5-phosphoribose 1-diphosphate biosynthetic process,1,872,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
ribonucleoside monophosphate biosynthetic process,1,873,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
"rRNA (adenine-N6,N6-)-dimethyltransferase activity",1,874,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
rRNA modification,1,875,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
rRNA methyltransferase activity,1,876,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
5-formyltetrahydrofolate cyclo-ligase activity,1,877,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
tRNA (carboxymethyluridine(34)-5-O)-methyltransferase activity,1,878,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
proteasomal protein catabolic process,1,879,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
phosphatidylinositol phosphate kinase activity,1,880,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
phosphatidylinositol metabolic process,1,881,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
aerobic respiration,1,882,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
ATP-dependent FeS chaperone activity,1,883,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
polyprenol reductase activity,1,884,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
polyprenol catabolic process,1,885,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
3-oxo-5-alpha-steroid 4-dehydrogenase activity,1,886,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
protein K63-linked ubiquitination,1,887,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
Prp19 complex,1,888,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
cysteine desulfurase activity,1,889,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
"RNA polymerase II, core complex",1,890,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
1-phosphatidylinositol-4-phosphate 3-kinase activity,1,891,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
"preribosome, small subunit precursor",1,892,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
"catalytic activity, acting on a nucleic acid",1,893,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
periodic partitioning by pair rule gene,1,894,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
N-terminal peptidyl-methionine acetylation,1,895,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
transcription repressor complex,1,896,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
carnosine N-methyltransferase activity,1,897,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
copper ion transport,1,898,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
P-type monovalent copper transporter activity,1,899,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
copper ion transmembrane transport,1,900,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
IMP salvage,1,901,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
hypoxanthine phosphoribosyltransferase activity,1,902,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
guanine phosphoribosyltransferase activity,1,903,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
dimethylallyl diphosphate biosynthetic process,1,904,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
isopentenyl-diphosphate delta-isomerase activity,1,905,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
cellular respiration,1,906,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
ubiquinone binding,1,907,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
cobalamin binding,1,908,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
methylmalonyl-CoA mutase activity,1,909,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
intramolecular transferase activity,1,910,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
L-glutamate biosynthetic process,1,911,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
glutamate biosynthetic process,1,912,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
"oxidoreductase activity, acting on the CH-NH2 group of donors",1,913,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
glutamate synthase (NADH) activity,1,914,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
glutamate synthase activity,1,915,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
ribose-5-phosphate isomerase activity,1,916,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
"pentose-phosphate shunt, non-oxidative branch",1,917,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
inositol phosphate-mediated signaling,1,918,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
"inositol 1,4,5 trisphosphate binding",1,919,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
"inositol 1,4,5-trisphosphate-sensitive calcium-release channel activity",1,920,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
D-gluconate catabolic process,1,921,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
gluconokinase activity,1,922,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
protein maturation by [4Fe-4S] cluster transfer,1,923,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
"base-excision repair, AP site formation",1,924,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
mismatch base pair DNA N-glycosylase activity,1,925,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
DNA N-glycosylase activity,1,926,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
gap junction,1,927,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
guanosine phosphorylase activity,1,928,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
2-(3-amino-3-carboxypropyl)histidine synthase activity,1,929,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
NatA complex,1,930,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
N-terminal protein amino acid acetylation,1,931,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
histone H2A acetylation,1,932,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
histone H4 acetylation,1,933,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
regulation of sister chromatid cohesion,1,934,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
protein phosphatase 4 complex,1,935,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
CERF complex,1,936,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
PML body,1,937,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
protein serine/threonine phosphatase inhibitor activity,1,938,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
GINS complex,1,939,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
cAMP-dependent protein kinase activity,1,940,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
positive regulation of transcription elongation from RNA polymerase II promoter,1,941,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
SREBP signaling pathway,1,942,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
cell-cell junction organization,1,943,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
ATPase inhibitor activity,1,944,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
negative regulation of ATP-dependent activity,1,945,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
Rad51B-Rad51C-Rad51D-XRCC2 complex,1,946,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
replication fork,1,947,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
"vacuolar proton-transporting V-type ATPase, V1 domain",1,948,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
carbonate dehydratase activity,1,949,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
aminomethyltransferase activity,1,950,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
glycine catabolic process,1,951,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
netrin receptor activity,1,952,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
netrin-activated signaling pathway,1,953,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
pyruvate carboxylase activity,1,954,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
phosphatidylserine biosynthetic process,1,955,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
L-serine-phosphatidylethanolamine phosphatidyltransferase activity,1,956,0,0,0,0,0,0,0.017879492,0,0,0,0,0,0
